user_id,uuid,age,gender,city,university,major,study_year,living_status,scholarship,part_time_income,other_income,total_income,monthly_budget,financial_goal,goal_amount,target_months,financial_personality
101,5b37a79b-d461-4a89-b2d2-dbe63feed966,23,Male,Dammam,King Saud University,Cybersecurity,4,Alone,1500,500,200,2200,1880.59,Investment,10000,6,Balanced
102,0332ed62-01b0-49b6-b024-0d8b3c15d9d3,18,Female,Jeddah,King Fahd University of Petroleum and Minerals,Software Engineering,5,Dorm,1500,0,200,1700,1371.61,Gaming PC,8000,6,Balanced
103,24ced263-0266-4f40-a983-44bca00b1256,24,Male,Jeddah,Prince Sattam bin Abdulaziz University,Medicine,4,Dorm,1000,0,0,1000,815.7,Gaming PC,8000,6,Social Spender
104,5ae56797-2339-41b8-a9b7-43c5b5de2265,19,Female,Abha,King Saud University,Business Administration,3,With Family,1000,800,0,1800,1427.11,Car,25000,12,Balanced
105,e0b21169-ed9b-4944-8851-d8ade3b04a7e,19,Male,Abha,King Khalid University,Information Systems,5,With Family,1500,0,0,1500,1173.67,Investment,10000,6,Social Spender
106,d3382fb7-6eb9-48f6-ac81-47ae145a3998,22,Female,Makkah,Umm Al-Qura University,Cybersecurity,3,Alone,0,0,200,200,181.37,Emergency Fund,6000,6,Balanced
107,4f6bb026-e6cb-4668-af60-3c5c85a8554b,24,Female,Dammam,Imam Mohammad Ibn Saud Islamic University,Electrical Engineering,5,With Family,1500,2500,0,4000,3200.0,Travel,4000,12,Impulsive
108,38b59ebe-032d-4ca2-95f8-2b3a07906b0a,19,Female,Jeddah,King Abdulaziz University,Artificial Intelligence,4,Alone,1000,0,200,1200,935.36,Investment,10000,12,Disciplined
109,44731c95-dfa6-4453-a65e-77042514f92d,24,Male,Tabuk,Umm Al-Qura University,Business Administration,2,With Family,1500,1200,400,3100,2375.6,Laptop,5000,6,Disciplined
110,749c6c0a-8dd7-4173-80b0-2b23ad929132,20,Male,Riyadh,Prince Sattam bin Abdulaziz University,Finance,2,Shared Apartment,1500,1200,0,2700,2278.32,Investment,10000,3,Impulsive
111,d4794181-a5da-4910-baa1-e6cd204243e7,24,Male,Madinah,Imam Mohammad Ibn Saud Islamic University,Artificial Intelligence,1,With Family,0,0,0,0,0.0,Gaming PC,8000,12,Disciplined
112,25892e81-2985-4ff1-b4f6-084230ce4506,21,Male,Madinah,Qassim University,Computer Science,5,With Family,1000,500,0,1500,1296.2,Gaming PC,8000,6,Social Spender
113,443e9120-1dc7-4349-8358-437b4c0d714c,18,Female,Qassim,King Saud University,Law,4,Alone,0,1800,0,1800,1441.31,Car,25000,3,Balanced
114,89137dd3-1222-4ed5-ae13-fd7da804dec7,23,Male,Riyadh,King Fahd University of Petroleum and Minerals,Medicine,3,Shared Apartment,0,0,0,0,0.0,Laptop,5000,12,Improving
115,d3f73de1-8f4c-40ac-ae2e-be79bdb1c644,25,Male,Madinah,Imam Mohammad Ibn Saud Islamic University,Computer Science,2,Shared Apartment,990,0,0,990,804.99,Gaming PC,8000,9,Shopaholic
116,b2a2b34a-2e06-48a0-b2fb-58a96d1a9eeb,21,Female,Abha,King Saud University,Law,3,With Family,1500,500,0,2000,1819.74,Investment,10000,12,Impulsive
117,48587c4c-3f37-4f3e-916d-793ee4defd8f,25,Female,Abha,Umm Al-Qura University,Artificial Intelligence,1,Dorm,1000,1200,0,2200,1684.73,Phone,4500,6,Shopaholic
118,d8b32551-6867-48b0-a84e-9f78d100a2e0,25,Female,Dammam,Taibah University,Business Administration,4,With Family,990,0,0,990,914.77,Travel,4000,9,Tech Enthusiast
119,97a5cabd-1498-417a-b7f7-8f9da8bdb514,19,Female,Abha,Umm Al-Qura University,Electrical Engineering,2,Alone,990,800,200,1990,1549.33,Laptop,5000,12,Disciplined
120,213d1778-7949-4a66-b2e0-0220ab6b0c89,18,Male,Qassim,King Fahd University of Petroleum and Minerals,Business Administration,4,Shared Apartment,0,1200,0,1200,1037.74,Emergency Fund,6000,9,Balanced
121,58bc1e9c-1b6f-4f06-8c26-70b4a7b3571a,20,Female,Tabuk,Umm Al-Qura University,Software Engineering,3,Shared Apartment,1000,0,0,1000,890.81,Gaming PC,8000,6,Improving
122,0d7a65e4-773a-412d-9ad4-ffd376f895c6,20,Male,Qassim,King Abdulaziz University,Mechanical Engineering,4,Alone,990,1800,0,2790,2544.77,Laptop,5000,9,Social Spender
123,3061b69c-d509-4391-8b73-800b4707eb0a,20,Male,Abha,Umm Al-Qura University,Cybersecurity,1,Alone,1000,500,0,1500,1362.62,Travel,4000,6,Budget Student
124,408e84de-45b7-4d67-8fe6-8891a66cdcb8,20,Male,Jeddah,Prince Sattam bin Abdulaziz University,Accounting,4,With Family,0,500,0,500,451.92,Investment,10000,3,Disciplined
125,a73ca5f0-7286-4163-acb0-213ce44ec580,23,Male,Dammam,King Abdulaziz University,Accounting,5,Alone,990,0,0,990,753.47,Car,25000,3,Shopaholic
126,1514ccce-2ec9-423c-8074-ad45ad5602ec,23,Female,Jeddah,Prince Sattam bin Abdulaziz University,Cybersecurity,5,With Family,990,0,400,1390,1216.26,Phone,4500,3,Shopaholic
127,70f55ab6-2318-4a8d-ad00-24393a8f40a7,23,Male,Riyadh,Princess Nourah University,Computer Science,5,With Family,990,1800,0,2790,2210.13,Gaming PC,8000,12,Tech Enthusiast
128,1105682a-2e7f-401f-8b59-6277f916936d,22,Female,Makkah,Qassim University,Artificial Intelligence,4,With Family,0,1200,0,1200,914.38,Gaming PC,8000,12,Coffee Lover
129,1dc86f90-0d96-4302-b90f-1274b5709ead,23,Female,Tabuk,King Abdulaziz University,Electrical Engineering,3,With Family,990,0,0,990,763.52,Investment,10000,6,Coffee Lover
130,85b79305-f54f-47dd-948a-f37a62a56858,24,Female,Makkah,King Abdulaziz University,Business Administration,5,Dorm,990,0,0,990,780.09,Travel,4000,6,Coffee Lover
131,73166784-059b-4bfc-b3ed-6b013133ea95,19,Female,Qassim,Imam Mohammad Ibn Saud Islamic University,Cybersecurity,5,With Family,1000,500,0,1500,1140.16,Laptop,5000,12,Tech Enthusiast
132,a0a679e4-8366-4b79-a995-8dc803f4cce2,19,Female,Dammam,Prince Sattam bin Abdulaziz University,Mechanical Engineering,3,Shared Apartment,1000,800,0,1800,1481.74,Laptop,5000,12,Disciplined
133,742ef2b8-2624-4ec3-86aa-294b7b794283,25,Female,Jeddah,King Abdulaziz University,Software Engineering,4,With Family,1000,0,0,1000,947.36,Emergency Fund,6000,9,Social Spender
134,e88ca3cf-327d-498e-8f05-c3406f036c21,18,Male,Abha,Taibah University,Medicine,4,With Family,990,500,0,1490,1383.65,Laptop,5000,6,Balanced
135,49507b31-ba8a-4985-a7e9-c9196861cd93,22,Female,Qassim,King Khalid University,Artificial Intelligence,4,Shared Apartment,1000,0,700,1700,1400.24,Gaming PC,8000,3,Improving
136,5f660eeb-d321-4cce-b59a-3cf9fd84a33e,18,Female,Madinah,King Khalid University,Nursing,2,Dorm,1000,1200,200,2400,2080.09,Gaming PC,8000,6,Shopaholic
137,33d14b5c-5c76-4ed2-86ee-14394933fce3,21,Male,Jeddah,Imam Mohammad Ibn Saud Islamic University,Computer Science,4,With Family,1000,1200,0,2200,1716.63,Investment,10000,6,Coffee Lover
138,0c911737-ac22-4c79-a97b-ba2367d8eed3,18,Male,Makkah,Umm Al-Qura University,Business Administration,4,With Family,1000,1800,400,3200,2600.8,Gaming PC,8000,6,Coffee Lover
139,6397f059-d2d7-4761-b9d5-340edfd87d58,22,Female,Makkah,Imam Mohammad Ibn Saud Islamic University,Artificial Intelligence,5,With Family,1000,500,0,1500,1407.45,Investment,10000,9,Budget Student
140,34ea1cf0-6a10-4e86-86cf-72276acb379c,23,Female,Madinah,Princess Nourah University,Nursing,5,With Family,1000,800,0,1800,1702.86,Emergency Fund,6000,9,Improving
141,fd93dd83-dab4-407b-a6b9-7eed40993a90,19,Female,Qassim,Prince Sattam bin Abdulaziz University,Mechanical Engineering,4,With Family,1000,0,0,1000,915.59,Gaming PC,8000,9,Overspender
142,f1b7707e-82ad-4738-bc68-904005becb5f,21,Male,Riyadh,Umm Al-Qura University,Cybersecurity,2,With Family,1000,0,0,1000,832.66,Car,25000,12,Disciplined
143,e9823689-f7ec-4acf-88a0-7fa9dcfe982e,24,Female,Qassim,Imam Mohammad Ibn Saud Islamic University,Electrical Engineering,3,With Family,1000,0,0,1000,879.18,Phone,4500,3,Tech Enthusiast
144,407b5d50-d051-423a-887e-edb6f3d9cdab,20,Female,Dammam,King Saud University,Accounting,4,With Family,990,800,400,2190,1970.56,Laptop,5000,9,Impulsive
145,2dd80d2a-a845-47aa-8cff-ee342ff112a1,22,Female,Qassim,King Abdulaziz University,Medicine,4,With Family,0,500,0,500,455.88,Travel,4000,9,Balanced
